id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
4999,Francisco M. Armand,Male,Temporary Collaborator,LoN First Division,Information,,1936,9,14,1936,10,3,Mexican,core_only,False,True,,,
4949,Francisco Urrutia,Male,Correspondent,LoN Second Division,Information,1910,1930,6,15,1946,4,30,,core_only,False,True,,20,14-20
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eighth Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eleventh Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: First Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fourth Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Ninth Ordinary Session of Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Second Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Seventh Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Sixth Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Special Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Tenth Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4949,Francisco Urrutia,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Third Ordinary Session of the Assembly,1910,,,,,,,,lonsea_all,False,False,,,
4871,Francisco Walker-Linares,Male,Correspondent,LoN Second Division,Information,1894,1929,5,1,1946,7,31,Chilean,core_only,False,True,,35,30-40
4871,Francisco Walker-Linares,Male,Delegate,Delegate,League of Nations,1894,,,,,,,Chilean,core_only,False,False,,,
5019,Franco Bruno Averardi,Male,Member of Section,LoN First Division,Disarmament,1894,1922,5,29,1923,10,,Italian,core_only,False,True,,28,20-30
5019,Franco Bruno Averardi,Male,Member of Section,LoN First Division,Rome Office,1894,1923,10,,1924,3,31,Italian,core_only,False,False,,29,20-30
9381,Francois Moret,Male,Clerk,LoN Second Division,Economic and Financial,1909,1937,2,1,1939,9,2,Swiss,core_only,False,True,,28,20-30
9381,Francois Moret,Male,Clerk,LoN Second Division,Economic and Financial,1909,1940,2,12,1940,3,10,Swiss,core_only,False,True,,31,30-40
10306,Francois Rodolphe Soutter,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1904,1938,1,18,1940,6,30,Swiss,core_only,False,True,,34,30-40
5478,Frank Hoare,Male,Chairman,President,World Federation of Education Associations,,,,,,,,British,lonsea_all,False,False,,,
5478,Frank Hoare,Male,Temporary Collaborator,LoN First Division,Information,,1928,9,3,1928,9,17,British,core_only,False,True,,,
4913,Frank Horsfall Nixon,Male,Acting Director,Director,Economic and Financial,,1921,1,15,1923,3,31,British,core_only,False,True,,,
4880,Frank Paul Walters,Male,Deputy Secretary General,LoN First Division,Deputy Secretary-General's Office,1888,1939,6,1,1940,5,29,British,core_only,True,False,,51,50-60
4880,Frank Paul Walters,Male,Head of Section,LoN First Division,Political,1888,1931,1,1,1933,7,1,British,core_only,False,True,,43,40-50
4880,Frank Paul Walters,Male,Head of Section,LoN First Division,Secretary-General's Office,1888,1920,1,10,,,,British,core_only,False,False,,32,30-40
4880,Frank Paul Walters,Male,Member of Section,LoN First Division,Political,1888,1920,1,10,1931,1,1,British,core_only,False,True,,32,30-40
4880,Frank Paul Walters,Male,Personal Assistant,LoN First Division,Secretary-General's Office,1888,1919,5,15,1920,1,10,British,core_only,False,False,,31,30-40
4880,Frank Paul Walters,Male,Under Secretary General,LoN First Division,Under Secretaries-Generals' in charge of Political  Office,1888,1933,7,1,1939,6,1,British,core_only,True,False,,45,40-50
4950,Franklin Urteaga,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,10,1938,10,1,Peruvian,core_only,False,True,,,
9750,Fred Klein,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1904,1935,8,1,1940,5,17,Swiss,core_only,False,True,,31,30-40
5045,Fritz Betz,Male,Member of Section,LoN First Division,Economic and Financial,1901,1928,11,15,1939,7,31,German,core_only,False,True,,27,20-30
5069,Fritz Bleiber,Male,Temporary Collaborator,LoN First Division,Information,,1934,8,1,1934,9,30,Austrian,core_only,False,True,,,
9389,Frédéric A. de Morpurgo,Male,Travelling Auditor,LoN Second Division,Economic and Financial,1886,1920,4,28,1923,12,31,Italian,core_only,False,True,,34,30-40
5070,Frédéric Blondeel,Male,Member of Section,LoN First Division,Information,1890,1922,8,28,1940,5,17,Belgian,core_only,False,True,,32,30-40
5070,Frédéric Blondeel,Male,Member of Section,LoN First Division,Information,1890,,,,,,,,lonsea_all,False,True,,,
13610,Fuku Ayusawa,Female,Stenographer,LoN Second Division,Information,1898,1921,6,1,1923,3,10,,core_only,False,True,,23,20-30
4934,Fulvio Zugaro,Male,Expert/Specialist,LoN First Division,Disarmament,,1922,3,13,1922,10,9,Italian,core_only,False,True,,,
4994,Félice Arcoleo,Male,Editor,Editor,International Institute of Agriculture,1892,1932,3,31,1936,,,Italian,lonsea_all,False,False,,40,30-40
4994,Félice Arcoleo,Male,Member of Section,LoN First Division,Legal,1892,1928,2,1,1932,3,31,Italian,core_only,False,True,,36,30-40
9486,Félix Niemira,Male,Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1889,1921,9,19,1922,1,23,Polish,core_only,False,True,,32,30-40
9486,Félix Niemira,Male,Assistant,LoN Second Division,Internal Control,1889,1922,1,24,1930,4,29,Polish,core_only,False,False,,33,30-40
9486,Félix Niemira,Male,Assistant,LoN Second Division,Internal Control,1889,1930,4,30,1935,6,13,Polish,core_only,False,False,,41,40-50
9486,Félix Niemira,Male,Assistant,LoN Second Division,Library,1889,1935,6,14,1940,1,31,Polish,core_only,False,False,,46,40-50
5250,G. Lupkovics,Male,Temporary Collaborator,LoN First Division,Information,,1934,9,7,1934,9,28,Hungarian,core_only,False,True,,,
4964,G. Parthasarathi,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Indian,core_only,False,True,,,
11711,Gabrielle Bonna,Female,Secretary,LoN First Division,Mandates,1897,1922,6,29,1930,3,15,Swiss,core_only,False,True,,25,20-30
5411,Gabrielle Jeanne Anne Marie Radziwill,Female,Member of Section,LoN First Division,Information,,1927,1,1,1931,4,6,Lithuanian,core_only,False,True,,,
5411,Gabrielle Jeanne Anne Marie Radziwill,Female,Member of Section,LoN First Division,Intellectual Cooperation and International Bureaux,,1934,12,1,1938,12,14,Lithuanian,core_only,False,True,,,
5411,Gabrielle Jeanne Anne Marie Radziwill,Female,Member of Section,LoN First Division,Social Questions and Opium Traffic,,1931,4,7,1934,11,30,Lithuanian,core_only,False,True,,,
5411,Gabrielle Jeanne Anne Marie Radziwill,Female,Senior Assistant,LoN First Division,Information,,1920,11,26,1924,1,1,Lithuanian,core_only,False,True,,,
10867,Gabrielle Juncker-Rohde,Female,Assistant,LoN Second Division,Health,1904,1928,1,16,1939,7,1,Dane,core_only,False,True,,24,20-30
10867,Gabrielle Juncker-Rohde,Female,Member,Member,Health,1904,1939,7,1,1945,5,31,Dane,lonsea_all,False,True,,35,30-40
10867,Gabrielle Juncker-Rohde,Female,Member of Section,LoN First Division,Health,1904,1939,7,1,1945,5,31,Dane,core_only,False,True,,35,30-40
10575,Gaston A.  Vetch,Male,Assistant,LoN Second Division,Paris Office,1896,1921,6,22,1925,9,30,British,core_only,False,False,,25,20-30
10575,Gaston A.  Vetch,Male,Head of Service,LoN Second Division,Intellectual Cooperation and International Bureaux,1896,1925,,,1927,,,British,core_only,False,True,,29,20-30
10575,Gaston A.  Vetch,Male,Senior Assistant Indexer,LoN Second Division,Registry,1896,1928,6,4,1940,1,31,British,core_only,False,False,,32,30-40
5001,Gaston Barreto,Male,Temporary Collaborator,LoN First Division,Information,1900,1938,1,31,1939,2,28,Peruvian,core_only,False,True,,38,30-40
10523,Geneviève Troupel,Female,Shorthand Typist,LoN Second Division,Legal,1898,1928,10,1,1939,7,31,French,core_only,False,True,,30,20-30
10523,Geneviève Troupel,Female,Shorthand Typist,LoN Second Division,Pool,1898,1926,4,26,1926,5,22,French,core_only,False,False,,28,20-30
10523,Geneviève Troupel,Female,Shorthand Typist,LoN Second Division,Pool,1898,1926,7,5,1926,9,26,French,core_only,False,False,,28,20-30
10523,Geneviève Troupel,Female,Shorthand Typist,LoN Second Division,Pool,1898,1927,3,1,1929,9,30,French,core_only,False,False,,29,20-30
5364,Georg  Meri,Male,Temporary Collaborator,LoN First Division,Information,,1928,3,10,1928,4,10,Estonian,core_only,False,True,,,
5255,Georg F. Preihs,Male,Member of Section,LoN First Division,Intellectual Cooperation and International Bureaux,,1930,12,19,1938,12,31,Austrian,core_only,False,True,,,
5255,Georg F. Preihs,Male,Translator,LoN First Division,Information,,1925,9,7,1925,9,27,Austrian,core_only,False,True,,,
5044,George Herbert Mair,Male,Assistant Head of Section,LoN First Division,Information,1887,1919,8,16,1922,10,31,British,core_only,False,True,,32,30-40
10190,George Walter Schurhoff,Male,Assistant,LoN Second Division,Information,1904,1928,3,1,1929,2,28,British,core_only,False,True,,24,20-30
4928,George de Ottlik,Male,Temporary Collaborator,LoN First Division,Information,,1926,,,1926,,,Hungarian,core_only,False,True,,,
10549,Georges  Vattier,Male,Précis Writer,LoN First Division,Mandates,1888,1929,11,11,,,,French,core_only,False,True,,41,40-50
10826,Georges Anastasiu,Male,Temporary Collaborator,LoN First Division,Information,,1935,9,5,1935,9,26,Romanian,core_only,False,True,,,
11623,Georges Bouvier,Male,Messenger,LoN Second Division,Information,1905,1920,11,15,1925,10,15,French,core_only,False,True,,15,14-20
11623,Georges Bouvier,Male,Messenger,LoN Second Division,Information,1905,1927,7,8,1927,10,1,French,core_only,False,True,,22,20-30
11623,Georges Bouvier,Male,Messenger,LoN Second Division,Information,1905,1928,3,19,1928,3,31,French,core_only,False,True,,23,20-30
5249,Georges Djura Popovitch,Male,Member of Section,LoN First Division,Information,,1922,1,9,1932,1,15,Yugoslav,core_only,False,True,,,
5539,Georges Fleury,Male,Member of Section,LoN First Division,Information,,1920,7,15,,,,,core_only,False,True,,,
11775,Georges Francis Chappaz,Male,Messenger,LoN Second Division,Information,1906,1921,1,1,1939,9,7,French,core_only,False,True,,15,14-20
8602,Georges Francois  Fissore,Male,Clerk,LoN Second Division,Distribution of Documents,1897,1920,11,12,,,,Italian,core_only,False,False,,23,20-30
8602,Georges Francois  Fissore,Male,Clerk,LoN Second Division,Economic and Financial,1897,1920,11,,,,,Italian,core_only,False,True,,23,20-30
8602,Georges Francois  Fissore,Male,Clerk,LoN Second Division,Treasury,1897,,,,1922,11,18,Italian,core_only,False,False,,,
5503,Georges Ghenoff,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,9,1938,9,30,Bulgarian,core_only,False,True,,,
8882,Georges Guillermin,Male,Clerk,LoN Second Division,Economic and Financial,1887,1923,4,30,1940,5,17,Swiss,core_only,False,True,,36,30-40
11565,Georges Huber,Male,Messenger,LoN Second Division,Distribution of Documents,1910,1936,9,21,1936,10,7,Swiss,core_only,False,False,,26,20-30
11565,Georges Huber,Male,Messenger,LoN Second Division,Economic and Financial,1910,1930,9,1,1930,9,13,Swiss,core_only,False,True,,20,14-20
5293,Georges Kriwochieff,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,Bulgarian,core_only,False,True,,,
5469,Georges Maxime Rastel,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1910,1939,3,6,1940,6,30,French,core_only,False,True,,29,20-30
9378,Georges Morel,Male,Clerical Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1898,1923,1,1,1928,8,22,Swiss,core_only,False,True,,25,20-30
9378,Georges Morel,Male,Clerk,LoN Second Division,Disarmament,1898,1928,8,23,1940,1,31,Swiss,core_only,False,True,,30,20-30
9378,Georges Morel,Male,Clerk,LoN Second Division,Distribution of Documents,1898,1920,11,27,1921,2,22,Swiss,core_only,False,False,,22,20-30
9378,Georges Morel,Male,Clerk,LoN Second Division,Distribution of Documents,1898,1921,9,1,1921,10,8,Swiss,core_only,False,False,,23,20-30
9378,Georges Morel,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1898,1922,1,14,1922,12,31,Swiss,core_only,False,True,,24,20-30
4925,Georges Oprescu,Male,Member of Section,LoN First Division,Intellectual Cooperation and International Bureaux,,1923,12,22,1930,12,31,Romanian,core_only,False,True,,,
4925,Georges Oprescu,Male,Member of the Governing Body,Member,International Educational Cinematographic Institute,,1936,,,,,,Romanian,lonsea_all,False,False,,,
4959,Georges Papavranoussis,Male,Temporary Collaborator,LoN First Division,Information,,1934,9,7,1934,9,28,Greek,core_only,False,True,,,
5165,Georges Paul Solyom,Male,Assistant Secretary,LoN Second Division,Legal,1898,1921,11,3,1922,2,2,Swiss,core_only,False,True,,23,20-30
5165,Georges Paul Solyom,Male,Member of Section,LoN First Division,Legal,1898,1926,9,1,1926,9,30,Swiss,core_only,False,True,,28,20-30
5165,Georges Paul Solyom,Male,Précis Writer,LoN First Division,League of Nations,1898,1922,8,30,1926,9,1,Swiss,core_only,False,False,,24,20-30
9116,Georges Silvain François Charles Kaeckenbeeck,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly,1892,,,,,,,,lonsea_all,False,False,,,
9116,Georges Silvain François Charles Kaeckenbeeck,Male,Member of Section,LoN First Division,Legal,1892,,,,,,,,lonsea_all,False,True,,,
5261,Georges Silvain François Charles Kaeckenheeck,Male,Member of Section,LoN First Division,Legal,1892,1919,7,24,1922,5,24,Belgian,core_only,False,True,,27,20-30
10296,Georges Sotiroff,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1910,1936,3,2,1941,4,15,Bulgarian,core_only,False,True,,26,20-30
10310,Georges Spaletta,Male,Clerical Assistant,LoN Second Division,Health,1901,1924,5,26,1924,7,19,French,core_only,False,True,,23,20-30
11027,Georgette Roulet-Gaulis,Female,Shorthand Typist,LoN Second Division,Pool,1897,1924,6,26,1924,10,1,Swiss,core_only,False,False,,27,20-30
11027,Georgette Roulet-Gaulis,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1897,1924,10,1,1931,2,7,Swiss,core_only,False,True,,27,20-30
11305,Georgette Yvonne Burgi,Female,Clerk,LoN Second Division,Legal,1909,1930,7,1,1930,10,12,Swiss,core_only,False,True,,21,20-30
11305,Georgette Yvonne Burgi,Female,Clerk,LoN Second Division,Legal,1909,1930,12,15,1930,12,24,Swiss,core_only,False,True,,21,20-30
4714,Gerald Heguerty Furtado Abraham,Male,Counsellor,LoN Second Division,Political,1884,1932,4,1,1939,4,11,British,core_only,False,True,,48,40-50
4714,Gerald Heguerty Furtado Abraham,Male,Member of Section,LoN First Division,London Office,1884,1945,6,19,1946,5,23,British,core_only,False,False,,61,60-70
4714,Gerald Heguerty Furtado Abraham,Male,Member of Section,LoN First Division,Political,1884,1920,8,1,1932,4,1,British,core_only,False,True,,36,30-40
4966,Geraldo Horacio de Paula Souza,Male,Member of Section,LoN First Division,Health,,1928,1,1,1929,12,31,Brazilian,core_only,False,True,,,
11302,Gerasimos Lychnos,Male,Temporary Collaborator,LoN First Division,Information,,,,,,,,Greek,core_only,False,True,,,
5253,Gerasimos Lynchos,Male,Temporary Collaborator,LoN First Division,Information,,,,,,,,Greek,core_only,False,True,,,
5519,Gerhard Furst,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1897,1930,4,12,1939,9,30,German,core_only,False,True,,33,30-40
5415,Gerhard Haucke,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,German,core_only,False,True,,,
10202,Germain Emile Schwarz,Male,Clerk,LoN Second Division,Economic and Financial,1889,1946,3,18,1946,4,30,Swiss,core_only,False,True,,57,50-60
10202,Germain Emile Schwarz,Male,Clerk,LoN Second Division,Information,1889,1924,10,11,1939,7,31,Swiss,core_only,False,True,,35,30-40
10202,Germain Emile Schwarz,Male,Clerk,LoN Second Division,Internal Control,1889,1924,8,3,1924,11,9,Swiss,core_only,False,False,,35,30-40
11318,Germaine Yvonne Buet,Female,Assistant,LoN Second Division,Economic and Financial,1889,1920,9,16,1921,4,30,French,core_only,False,True,,31,30-40
11451,Germán Herrera,Male,Secretary Stenographer,LoN Second Division,Information,1879,1921,5,18,1923,6,30,Peruvian,core_only,False,True,,42,40-50
8890,Gertrud Guttmann,Female,Shorthand Typist,LoN Second Division,Information,1898,1926,9,6,,,,German,core_only,False,True,,28,20-30
